text,score,label
paket mahal jaring sering ganggu baik dong,0,positif
bagus,1,positif
aplikasi nya sangat bagus guna,1,positif
sekarang lebih hemat ada nya my telkomsel hrga paket data jangkau,0,positif
banyak promo,1,positif
baik,1,positif
mantap,1,positif
moga manfaat,1,positif
good,0,positif
good,0,positif
cepat tangkas mantap telkomsel,3,positif
sangat bagus,1,positif
paket telkomsel memang the best sinyal suka hilang indramayu jabar,0,positif
mnataf,0,positif
mantap banyak promo gratis,3,positif
bagus sih,1,positif
mantap,1,positif
nice,0,positif
goog,0,positif
sangat puas pakai kartu telkomsel,0,positif
telkomsel is the best,0,positif
tambah promo discon paket data combonya,0,positif
okeh nya aplikasi jadi lebih mudah mantapppp,1,positif
okk,0,positif
keren,1,positif
mantap,1,positif
nice,0,positif
mudah cepat transaksi,2,positif
sangat senang,1,positif
sangat puas,0,positif
bantu,1,positif
telkomsel mantap jaring tetap jaga stabil,3,positif
mantap,1,positif
puas,0,positif
lot,0,positif
sangat bagus,1,positif
bagus,1,positif
baik,1,positif
bagus,1,positif
aplikasi nya sangat baik bagus,2,positif
apk sangat bantu,1,positif
good,0,positif
payah paket sesuai kebutuhannotifikasi promo ada kalau paket habis paket habis mau beli baket baru promo sesuai butuh ada kelau begini terus din pinda yang,1,positif
mantap deh,1,positif
sangat bagus,1,positif
sangat bantu,1,positif
tingkat jaring apps nya,0,positif
best,0,positif
terima kasih,2,positif
mantap,1,positif
gampang mudah kalau habis paket pulsa,2,positif
mantap sih kouta gratis gb enggak lah,2,positif
mohon jangan dileletin oke mantap,1,positif
sangat bagus,1,positif
good,0,positif
nice,0,positif
top,1,positif
bagus,1,positif
mantap,1,positif
oke,0,positif
paling good,0,positif
lebih tingkat,0,positif
apk nya sangat bantu,1,positif
buat paket lebih murah,0,positif
joss untub daerah kota kalo desa di baik ya jaring,1,positif
terlalu bagus aplikasi nya,0,positif
mantap,1,positif
sangat bantu beli pls paket pikihanpun banyak trimakasih my telkomsel,2,positif
sangat bagus,1,positif
good,0,positif
manfaat sekali,1,positif
telkomsel anjng,0,positif
good,0,positif
baik nikmat,2,positif
mantao,0,positif
mantap moga lebih lancar depan nya,1,positif
goodipon yeah,1,positif
aku download app nya memperpnjang masa aktif kuota mantap berhasilll coba fitur mantabbbb,2,positif
mantap,1,positif
mantapll,0,positif
bagus mantull,1,positif
sangat dukung kalau combo sakti terus,1,positif
good,0,positif
sangat puas,0,positif
mantap bos,1,positif
terima kasih gan,2,positif
paket combo sakti murah,0,positif
banyak gratis nya tingkat kan bosq,2,positif
good,0,positif
sangat mudah,1,positif
good job,0,positif
mantap,1,positif
bagus banget,1,positif
top,1,positif
enggak,0,positif
mantap,1,positif
baik,1,positif
mohon aplikasi tingkat sekarang bisa buka sering erorberat membukanyasetiap mau buka di instal,1,positif
uuuu nuj tidur diri yuk,0,positif
good,0,positif
good,0,positif
bagus bangetpaket kuatanya murah,1,positif
anjing mantap cok,0,positif
bagus,1,positif
baik,1,positif
pihak telkomselkalo cuekin klaim hadiah kuota jangan pakai pulsa dong gratis apa enggak,1,positif
beli paket lebih mudah,1,positif
aplikasi sangat bagus,1,positif
bagus aplikasi produk paket internet nya yang unlimited dong gan,1,positif
mantap,1,positif
mantabbb,0,positif
not bad,0,positif
mantap,1,positif
excellent,0,positif
very good,0,positif
mahal banget kntod mana lot,0,positif
telkomsel baik,1,positif
bagus,1,positif
aplikasi sangat bagustrimakasih paket rupiah,0,positif
keren aplikasi nya banyak diskon,2,positif
nice,0,positif
bagus,1,positif
aplikasi nya bagus pulsa kuata nya murah,1,positif
good,0,positif
moga pas,0,positif
good,0,positif
sangat baik,1,positif
mantap djiwa klaim kuota,0,positif
bagus,1,positif
gua kasih reting bintang kalo turut gua aplkasinya bagus,1,positif
enggak,0,positif
lumayan bagus,2,positif
enggak,0,positif
perdana pakai dan mwaaaancaaapp,0,positif
mudah untuk lihat pulsa maupun paket,1,positif
banget,0,positif
good,0,positif
lanjut selalu depan,0,positif
bagus,1,positif
sangat suka pakai telkomsel,1,positif
top,1,positif
mantap,1,positif
bagus,1,positif
bagus,1,positif
fungsional,0,positif
nice,0,positif
dan lancar,0,positif
bbgus banget,0,positif
mantap,1,positif
sangat mudah manfaat,2,positif
mudah mudah lancar roaming nya,2,positif
murah batt kuota nya,0,positif
telkom sangat bagus,1,positif
sangat muas,0,positif
mantapppp,0,positif
sangat bagus,1,positif
baik,1,positif
yes lah,0,positif
mantap my telkomsel lebih mudah kuota internet murah,2,positif
keren fiturnya untung,2,positif
bagus,1,positif
mantap,1,positif
tul,0,positif
mantap,1,positif
rasa nyaman,1,positif
bagus,1,positif
sangat praktis,1,positif
aplikasi sangat bagus sekali,1,positif
sangat puas pakai telkomsel banyak hadiah banyak kota gratis,4,positif
enggak,0,positif
sangat bantu,1,positif
telkomsel mantap selalu depan,1,positif
bagus,1,positif
sangat keren,1,positif
mantul,0,positif
senang,1,positif
suka banget,1,positif
aplikasi mudah untuk beli paket internet,1,positif
proses mudah cepat enggak ribet,1,positif
sangat mengesankn,0,positif
mantap bos,1,positif
bagus,1,positif
mantap,1,positif
sangat bantu harga paket an nya sangat jangkau thanks telkomsel,1,positif
muas,0,positif
kalau aplikasi bagus banget sayang jaring kadang kecewa lebih internet sering lelet,0,positif
aplikasi bagus,1,positif
harap menang undi samsung ultra,1,positif
sangat mudah ngisi pulsa,1,positif
jarungan,0,positif
sardutt hideung,0,positif
sangat bagus aplikasinyatapi sayang masuk lamasemoga lebih baik,3,positif
bagus,1,positif
good aplikasi,0,positif
mantap,1,positif
mantap,1,positif
good,0,positif
good,0,positif
takjub,1,positif
baik,1,positif
cuman mau bilang lebih tingkat layan sudah sangat bagus,1,positif
sanagt bantu,1,positif
sangat bagus,1,positif
is the best,0,positif
baik,1,positif
sangat baik,1,positif
uh,0,positif
sangat top,1,positif
mantap,1,positif
sinyal bagus,1,positif
baik,1,positif
mantaaappp,0,positif
cepat puas banget,1,positif
dong kasih fitur unbind ewallet soal update saldo,1,positif
baguzzz,0,positif
keren,1,positif
semua lancar,0,positif
mantap,1,positif
nice,0,positif
mantap,1,positif
bantu,1,positif
buat,0,positif
bagus,1,positif
bgusss mudah cepat,2,positif
mantab,1,positif
suka aplikasi,1,positif
mantap dapat gb,1,positif
oke,0,positif
ikan baik para langgan cinta telkomsel salam,2,positif
sangat bagus,1,positif
lumayan bagus,2,positif
sangat bagus,1,positif
appl bagusbanget,0,positif
is the best,0,positif
baik sekali,1,positif
my telkomsel,0,positif
mantulll,0,positif
senang,1,positif
sangat baik,1,positif
baru pertama kali app telkomsel dan sangat bantu dalam desak,0,positif
aplikasi mantan,0,positif
mantap,1,positif
bagus sekaliii,1,positif
luar biasa mantap,0,positif
sangat puas,0,positif
telkomsel is the best,0,positif
sangat murah jangkau terima kasih telkomsel,2,positif
mantap terus layan langgan kasih paket jangkau jangan mahal mahal sinyal tetap kuat semua daerah,3,positif
mantap,1,positif
nyaman jangan update,1,positif
bagus bantu,2,positif
bagus,1,positif
bagus banget sangat bantu,2,positif
sangat bagus,1,positif
wah mantap sekali lihat bawah kan gua deh bilang mantap sekali,2,positif
mantap apk murah murah maksaing my telkomsel,1,positif
mantap,1,positif
baik,1,positif
balk adakn bonus nya dong,1,positif
mantap,1,positif
enakkeun,0,positif
mantap,1,positif
sngat bantu,1,positif
wokee,0,positif
mantap,1,positif
sangat mudah pilih,2,positif
baik,1,positif
bagussekali apk,0,positif
sangat bantu,1,positif
keren,1,positif
lot buka nya,0,positif
promo vocer,0,positif
baik,1,positif
mantap,1,positif
kalau bisah promo buat kaouta,0,positif
mantap,1,positif
sangat bantu,1,positif
alhamdulillah,1,positif
keren cuy,1,positif
mantap,1,positif
moga amin,0,positif
wow banyak bonus nya suka banget,4,positif
good,0,positif
murahin dong kuota,0,positif
amaat murah paket,0,positif
puasa,0,positif
sangat baik mantap,2,positif
terima kasih telkomsel kuota gratis program daily check ya mau claim kuota tapi bayar rp pulsa kalo enggak usah bayar soal pas saya harus repot isi pulsa konter,2,positif
bagus garena,1,positif
telkomsel oppo,0,positif
telkomselselalu,0,positif
muas,0,positif
mantap,1,positif
good,0,positif
baik sangat,1,positif
sangat mudah,1,positif
jos,0,positif
bagus,1,positif
terima kasih banyak my telkomsel sangat arti,3,positif
mantap lah my telkomsel,1,positif
anjay,0,positif
good,0,positif
mantap pokok,1,positif
sangat bantu,1,positif
okeeeeeee,0,positif
good,0,positif
banyak kouta gerat asikk,1,positif
baik,1,positif
sangat cocok,1,positif
good,0,positif
sangat murah paket,0,positif
jaring tingkat,0,positif
perfect,0,positif
suka deh,1,positif
sangat baik,1,positif
mantul,0,positif
sangat baik,1,positif
awesome,0,positif
terimakasih,0,positif
my telkomsel the bes,0,positif
telkomsel,0,positif
telkosel terbaikmurah cepat sangat bantu,2,positif
sangat bantu,1,positif
bagus,1,positif
bagus,1,positif
good,0,positif
puas,0,positif
mantap,1,positif
sangat tarik enggak merugikanayo lain download,0,positif
oke,0,positif
sangat baik,1,positif
lebih mudah digunakanlebih hemat lebih cepat proses,2,positif
oke,0,positif
baik sekali,1,positif
mantap,1,positif
mantap,1,positif
bagus,1,positif
sangat baik,1,positif
apk baik muas,1,positif
good,0,positif
bagus,1,positif
good,0,positif
bagus,1,positif
good,0,positif
mantan,0,positif
sangat puas,0,positif
bagus,1,positif
the best,0,positif
apk tambah bagus sangat bantu,2,positif
berkah bahagia sama,1,positif
nagus,0,positif
sangat bantu,1,positif
tooop banget deh,0,positif
lumayan kencang,1,positif
mantap,1,positif
paket banyak bonus,2,positif
bagus,1,positif
bagus,1,positif
keren,1,positif
sudah bisa buka aplikasi,1,positif
sangat mudah,1,positif
bagus sekali,1,positif
mahal,0,positif
bagus,1,positif
semangat,1,positif
qplikasi sangat bagus,1,positif
sangat anjime,0,positif
the best always,0,positif
baik,1,positif
puas banget,0,positif
bantu sekali aplikasi,1,positif
sangat sekali aplikasi,0,positif
mantab,1,positif
sangat puas aplikasi sangat mudah cek kuota terima kasih,3,positif
bagus sekali,1,positif
nicee,0,positif
sangat muas,0,positif
kartu debit polandia kok bisa,0,positif
dangat bantu sekali makin oke terima kasih,2,positif
very good deh,0,positif
telkomsel no indonesis,0,positif
puas,0,positif
okra,0,positif
trimakasih my telkomsel transaksi data makin mudah muas,0,positif
lah walaupun hrg paket internet nya mhl,0,positif
sanggt baik,1,positif
good,0,positif
sangat bantu,1,positif
bagus,1,positif
apk sangat bagus kasih bintang,3,positif
puas,0,positif
bagus banget,1,positif
aplikasi mudah guna,1,positif
mantap,1,positif
my telkomsel oke deh,0,positif
sinyal nya kuat banget,0,positif
mantap,1,positif
maksiiih,0,positif
telkomsel mantap,1,positif
good,0,positif
baik jaring pulau seram kakak,0,positif
apk sangat bagus,1,positif
keren,1,positif
memang bantu,1,positif
good job,0,positif
baik,1,positif
telkomsel mantap,1,positif
ok banget,1,positif
enggak tuker poin,0,positif
aplikasi bagus bangattt,1,positif
oke,0,positif
mantap,1,positif
best,0,positif
baik mazzzsseeehhh,1,positif
beli paket internet murah aplikasi,0,positif
mantaaaab jika bonus kuota he he he,1,positif
sangat bantu sekali,1,positif
mantap,1,positif
bagus,1,positif
terimakasi,0,positif
telkomsel is crazy the lottery from year year has never been won even though sama loyal customer maybe my card has been for more tahan years there has never been an award at all,0,positif
bagus sekali,1,positif
good customers service,0,positif
telkomsel selalu hati,1,positif
good,0,positif
baik,1,positif
oke,0,positif
sangat mudah guna,1,positif
baik banget telkomsel,1,positif
telkomsel jaring telekomunikasi baik indonesia,1,positif
mantab,1,positif
baik banget,1,positif
mantap jiwaaaaaa,1,positif
good,0,positif
sangat bagus,1,positif
moga,0,positif
nice,0,positif
sangat mudah guna,1,positif
lancaaaar,0,positif
oke,0,positif
maaf min telkomsel sinyal nya batang padahal tower banyak,0,positif
tetap semangat apk telkomsel jangan putus asa kalian semangat kembang teknologi semangat aku dukung kalian kok santay jangan dengar omong raka enggak jelas terus lah semangat bikin ejek raka bagai semangat oke,4,positif
mantap,1,positif
praktis,1,positif
don tea,0,positif
good,0,positif
mantabbbbbbb,0,positif
mantap,1,positif
infone,0,positif
bagus sangat bantu,2,positif
sip,0,positif
best deh,0,positif
mantap,1,positif
kouta gratis terima kasih,3,positif
sangat baik,1,positif
sangat mudah urusanya,1,positif
sangat bantu,1,positif
top,1,positif
sempurna,1,positif
okee,0,positif
no komen,0,positif
sangat bagus,1,positif
bagus,1,positif
mantap,1,positif
promo enggak beli hadeh bagaimana sih min kasih bintang biar ditanggepin,2,positif
sangat baik,1,positif
good,0,positif
mantap,1,positif
moga amin,0,positif
muantap,0,positif
trimakasih telkomsel,0,positif
hebat,1,positif
puasss sekali,0,positif
aplikasi sangat bagus,1,positif
mantap bagus,2,positif
sangat bantu sekali,1,positif
banget,0,positif
telkomsel jaring luas,1,positif
good,0,positif
top,1,positif
bagus,1,positif
oke,0,positif
okk,0,positif
sangatpuas,0,positif
goodluck,0,positif
bagus,1,positif
my tolkomsel aps sangat bagus,1,positif
mantap,1,positif
terima kasih my telkomsel cepat beli paket sedikit lebih murah,2,positif
jaring kurang bagus tingkat kualitas jaring nya,0,positif
gud,0,positif
goodgoodgood,0,positif
telkomsel baik,1,positif
sangat bagus,1,positif
mantap,1,positif
mantab,1,positif
oke,0,positif
tky,0,positif
sangat sesuai butuh,1,positif
bagus,1,positif
good aplication,0,positif
suka,1,positif
lebih murce,0,positif
mantap,1,positif
mantulll,0,positif
telkomsel memang baik,1,positif
mantap,1,positif
sangat nyaman,1,positif
sangat bantu beli paket,1,positif
bismillahirrohmanirrohim,0,positif
baik,1,positif
bagus,1,positif
op,0,positif
bagus tarik,1,positif
oke,0,positif
mantap pokok telkomsel uye,2,positif
keren,1,positif
good luck,0,positif
sangat bantu mantap,2,positif
keren,1,positif
my telkomsel oke banget,0,positif
mantap,1,positif
the best,0,positif
sinyal bagus,1,positif
best,0,positif
mantap,1,positif
puas layan telkomsel,0,positif
keren,1,positif
mntap bosq,0,positif
jayapura,0,positif
mantap,1,positif
mntaafff,0,positif
puas mengunakan mytelkomsel,0,positif
oke,0,positif
sangat puas sangat mudah,1,positif
bagus,1,positif
apk nya mantapppppppp,0,positif
sangat bantu,1,positif
mantap harga kuota turunin biar jangkau kalang tengah bawah kenapa paket giga net lot banget padahal kuota banyak banget dong sinyal benah kay dulu terimakasih,2,positif
oke,0,positif
apk nya bagus banget,1,positif
senang,1,positif
sangat bantu sahabat,1,positif
alhamdulillah pakai my telkomsel sangat mudah komunikasi lalu beebagai medsos terimakasih my telkomsel mantap jaya selalu,4,positif
oke,0,positif
sering error sering minta masuk enggak baik,0,positif
bagus,1,positif
bagus,1,positif
puas,0,positif
bagus,1,positif
bagus telkomsel signal kuat,1,positif
puas,0,positif
mantaf,0,positif
cukup baik,1,positif
bagus kali,1,positif
undianya enggak pernah,0,positif
bagus,1,positif
maaf min tadi kesel ngeleg main game begitu malah nyampleng sini maaf banget nih kasih bintang nya,2,positif
bagus,1,positif
sangat bantu,1,positif
puas,0,positif
mantap my telkomsel,1,positif
banyak promo bonus kuota internet,2,positif
mntap,0,positif
mantap,1,positif
walaupun mendung hujan sinyal mantul,0,positif
sangat batu,0,positif
baik aplikasi my telkomsel,1,positif
sangat bagus mudah kan,2,positif
biar bintang bicara,1,positif
mantap pokok,1,positif
bagus banget apksinya fiturnya keren tiap minggu bonus lagisaya saran teman jangan ragu download aplikasi nya,2,positif
terimakasih,0,positif
juossssss,0,positif
nice,0,positif
jos,0,positif
oke deh senang mengunakan telkomsel,1,positif
lumayan,1,positif
bagus,1,positif
good,0,positif
bagus mendap kota internet,1,positif
top,1,positif
muaaachhh miss telkomsel gue lajang sama punya anak telkomsel gue selalu hati gue enggak pernah ganti nomer hp tahun lebih biar orang bawel bilang mahal lah gue mah selalu setia cinta mati sama mbak telkomsel,1,positif
butuh paket murah,0,positif
pokok is the best lebih gampang lebih cepat,2,positif
oke deh mantap,1,positif
njce,0,positif
baik sekali,1,positif
good,0,positif
super jempol,2,positif
telkomsel mantap,1,positif
mantap,1,positif
dulu baru pertama pakai hp pakai kartu simpati rp akhir akhir simpati sinyal nya suka kalah provider lain dulu paling hebring makanya pakai simpati terus kadang berat kantong paket nya,2,positif
baik,1,positif
mantap bro,1,positif
the best,0,positif
sinyal paling joss mana,0,positif
good,0,positif
joooooossssinyalnya,0,positif
sardiyono,0,positif
telkomsel kerendari dulu sekarang selalu setia kartu telkomsel,0,positif
mantap cuman mahal doang,1,positif
turunin harga paket,0,positif
kasih paket murah dong gakdah duit oke,1,positif
sinyal sangat kuat broo,0,positif
sangat puas sekali,0,positif
kualitas jaring baik,1,positif
bagus,1,positif
mantap,1,positif
good my telkomsel,0,positif
good,0,positif
mantap,1,positif
bagus sekali dapat banyak bonus kuota,3,positif
bagus sangat bantu,2,positif
kuat sinyal jaring desa,0,positif
mantab,1,positif
sip oke,0,positif
suka aplikasi mytelkomsel,1,positif
bahus,0,positif
top,1,positif
aplikasi kualitas bagus,1,positif
sangat bantu,1,positif
puas,0,positif
sangat bantu,1,positif
telkomsel the best selalu hati kayak selalu depan,1,positif
mantap,1,positif
mantap,1,positif
akurat cepat,1,positif
mudah kakak,1,positif
internet gratis nya mana,1,positif
beri dong layan paket murah besar kuota gb nya,1,positif
murah banget,0,positif
satisfacted,0,positif
alhamdulillah mudah proses beli kuota internet,2,positif
sangat puas,0,positif
giud,0,positif
bagus apk nya banyak promonya,2,positif
aplikasi sangat bagus,1,positif
good,0,positif
okk,0,positif
muas,0,positif
moga menang undi poin,1,positif
mantap,1,positif
apk sagan bagus,1,positif
good,0,positif
mantullllllllllllllllll,0,positif
mantap,1,positif
lebih murahin dikit,0,positif
sangat baik,1,positif
sangat manfaat,1,positif
sanagtttttt bagus,1,positif
nice,0,positif
benar sangat bantu senang sekali,3,positif
sangat bantu sekali pokok nya tambah top lah my telkomsel,2,positif
sangat baik,1,positif
mantap,1,positif
apk bagus,1,positif
mantap,1,positif
mantab,1,positif
sangat bantu,1,positif
mantap,1,positif
apk bagus,1,positif
bagus,1,positif
good,0,positif
good,0,positif
oke lor,0,positif
okee,0,positif
msntap,0,positif
mantap,1,positif
mantap simpati,2,positif
bagus praktis,2,positif
sangat suka,1,positif
suka telkomsel sejak sama sekarang pernah kecewa jaring mytelkomsel juga bantu baik promo data maupun eventevent undi thx,2,positif
aplikasi sangat bantu,1,positif
sangat bantu,1,positif
muas,0,positif
nice,0,positif
apk jelekkkk,0,positif
telkomsel paling kuat sinyal jaring,0,positif
tingkat,0,positif
app bagus banget mudah buat beli paket,2,positif
bagus,1,positif
keren,1,positif
baik,1,positif
bagus,1,positif
nice,0,positif
sangat sangat muas kan,0,positif
apk nya bagus,1,positif
sangat baik,1,positif
baik,1,positif
sangatt membatuuu sekaliii bagus banget,1,positif
like,0,positif
good,0,positif
oke,0,positif
wow,1,positif
excellent,0,positif
terima kasih,2,positif
njce,0,positif
toop banget pokok,0,positif
sangat bantu,1,positif
lancar coba dong andai baik enggak,1,positif
mantap,1,positif
apk sangat bantu,1,positif
aplikasi bagus,1,positif
bagus,1,positif
pakai my telkomsel jadi mudah mau top up beli paket,2,positif
terimakasih komunikasi sangat mudah,2,positif
okmeski kendala dikit wajarlahmungkin depan lebih yahut dan jos luncur cepat jalan,0,positif
aplikasi sangat bagus sekali suka,2,positif
sangat sangat sangat sangat ba ba ba ba ba bagusssssssssssssssssssssssssssssssssssssssssssssssssssssssssss agussssssssssssssssssssssssssssssssss,0,positif
apk nya sangat bagus,1,positif
jadi mudah beli paket,1,positif
semua lebih mudah apk my telkomsel,1,positif
layan bagus,1,positif
muantappooooollllo,0,positif
lebih murah ceat,0,positif
naice,0,positif
pliss jangan telwponn aku aaaa,0,positif
good,0,positif
sangat muas terima kasih my telkomsel,2,positif
telkomsel baik,1,positif
bagus sangat manfaat,2,positif
mantap,1,positif
bagus,1,positif
sangat bantu,1,positif
bagus selalu beli paket buat undi belum pernah hadiah undi moga pernah,2,positif
banget sangat bantu,1,positif
bagus,1,positif
bagus,1,positif
good,0,positif
sangat bantu,1,positif
mantap,1,positif
mantap aplikasinyatolong kasih murah paket data,2,positif
jelajah saya pakai simpati halo baru mohon apk sedia lebih canggih komplit,2,positif
banyak paket murah lebih detqi deskripsi,1,positif
mantap,1,positif
sangatt bantu,1,positif
keren,1,positif
bintang,1,positif
mantap,1,positif
muncul paket unlimited telkomsel minkalau yang harga kak,0,positif
sangat bantu,1,positif
sangat bantu sekalee,1,positif
bagus,1,positif
mudah cepat,2,positif
sangat baik,1,positif
sangat puas pakai telkomsel,0,positif
baik,1,positif
bagus,1,positif
sekian banyak kartu perdana saya coba saya pakai sekarang telkomsel paling lancar nice lah pada perdana lai,1,positif
nice,0,positif
terima kasih my telkomsel,2,positif
kemren,0,positif
mantul,0,positif
bisa buka,1,positif
mudah,1,positif
bagus banget,1,positif
sangat bagus banyak fitur tarik,2,positif
terima kasih,2,positif
mantap bonus kuota sekarang makin maju telkomsel,2,positif
bagus banget tadi nya aku sula beli voucer gb sekarang beli my telkomsel gb beda jauhkanmurahnya,1,positif
the best,0,positif
selalu dan selalu mantsp,0,positif
nice,0,positif
sangat puas,0,positif
ua,0,positif
sangat bagus,1,positif
bagus sih paket walaupun sedikit jadi lah,0,positif
mantab my telkomsel sukses terus kalo tambah terus promo hadiah,3,positif
moga sering kasih promo wkwk,1,positif
terima kasih aplikasi sangat bantu,3,positif
sangat puas,0,positif
aplikasi bagus banget,1,positif
bagus,1,positif
good,0,positif
telkomsel bagusguys,0,positif
sangat bagus,1,positif
sangat buat diri ku puas,0,positif
mantab,1,positif
sangat bantu,1,positif
selamat ulang tahun telkomseljaya selalusaya telkomsel sejak tahun,0,positif
lumayan bagus sangat batu,2,positif
sangat bagus,1,positif
telkomsel suka,1,positif
trimakasi,0,positif
apk bagus,1,positif
sangat baik,1,positif
bagus saya bagus kamu baik untuk saya baik untuk kamu,4,positif
sangat baik waktu waktu,1,positif
utama kan puas langgan tq,0,positif
kasih bintang toejoe maaf baik jaring wilayah pasir datar indah camat caringin kurang normal,4,positif
mantap,1,positif
mantap sesuai butuh,2,positif
please sinyal dong min,0,positif
nice,0,positif
mantap,1,positif
mantap,1,positif
kuota gratis woy,1,positif
sangat bantu,1,positif
mantapksjhshsjs,0,positif
baik sekali,1,positif
murah paket bulan nya biar lebih oke,0,positif
sangat manfaat,1,positif
baik,1,positif
sangat bagus,1,positif
oke banget,0,positif
klaim bonus pulsa,0,positif
sangat puas layan telkomsel paket data pulsa next baik beberapa bug nya,0,positif
aplikasi memang bagus kenapa tidak beli kuota telfon,0,positif
sangat mudah,1,positif
sangar bantu,0,positif
good,0,positif
yikwanakjr,0,positif
mantap,1,positif
keren lah sayang pertama download ada bonus kota gerat,3,positif
mantap,1,positif
keren,1,positif
nice,0,positif
jadi mudah beli paket data,1,positif
puas,0,positif
bad,0,positif
sangat membantuapalagi hubung dana,0,positif
bagus,1,positif
kalau kampung kartu pantej entar staff nya ngeluh bilang eh kalau mau jual bidang jasa baik sistem,1,positif
mntul,0,positif
sangat bantu dan keluarga,1,positif
yop,0,positif
sangat baik,1,positif
mantulsangat membantumkch telkomsel,0,positif
its oke,0,positif
terima kasih banget,2,positif
nice,0,positif
mantap,1,positif
bagus,1,positif
guna baru dapat bonus kuota terimakasih,1,positif
telkomsel provider baik moga dapat hadiah amin,2,positif
jaring sangat bagus sesuai ingin rakyat,2,positif
korweot,0,positif
bagus,1,positif
josss,0,positif
mantap,1,positif
terima kasih lancar benar jaring nya mahal paket nya terima kasih,5,positif
jaring kuat bumi,0,positif
mantap jangkau murah,1,positif
provider baik,1,positif
mantafff fast respon,0,positif
bagus,1,positif
sangat baik,1,positif
beli paket jadi lebih mudah sekal promo,1,positif
aplikasi bagus,1,positif
sangat muas,0,positif
mantap,1,positif
mantap appl,1,positif
layan tingkat,0,positif
mantap,1,positif
moga undi nya,0,positif
joz,0,positif
sangat bantu,1,positif
pokok,0,positif
my telkomsel sukses selaluamin yra,1,positif
jossss,0,positif
good,0,positif
telkomsel banyak promo nelpon internet,1,positif
sini dapat paket internet lebih murah,0,positif
top app,1,positif
sangat mudah sangat simple unguk beli paket data apa jos pokok,1,positif
mantap,1,positif
baik,1,positif
enggak,0,positif
sangat puas pakai kartu telkomsel,0,positif
bantu banget pokok deh,1,positif
aplikasi keren jadi enggak ribet buat beli paket thanks my telkomsel,0,positif
oke,0,positif
jossss sekali mot lot,0,positif
mantap,1,positif
singalnya enggak stabil,1,positif
sangat puas layan mytelkomsel,0,positif
kasih harga lebih murah paket nya,1,positif
sangat mudah daftar paket data layan sangat puas,1,positif
good,0,positif
mantap,1,positif
punya bahasa enggak sih aplikasi punya pelihara jaring email dulu kayak custumernya enggak tindak sendiri kan,0,positif
tarbaik,0,positif
sangat bantu,1,positif
telkomsel lebih banyak promonya kalo,1,positif
sangat mudah cepat,2,positif
teima kasih lebih mudah berteansaksi,2,positif
promo dong,0,positif
good,0,positif
mantap,1,positif
oke mantap apl sangat bantu,2,positif
good apk,0,positif
mantap,1,positif
puas,0,positif
sangat puas,0,positif
selalu lancar jaya,0,positif
jooooss keren,1,positif
cuk,0,positif
my telkomsel mantap,1,positif
suka jaring telkomsel jaring telkomsel masuk plosok pencil walaupun jaringanya baris buat main apk mana selalu lancar terimakasih telkomsel,1,positif
thank you telkomsel,0,positif
oke,0,positif
mantap deh,1,positif
mantap,1,positif
oke banget,0,positif
aplikasi sangat bantu,1,positif
mantap,1,positif
markotop,0,positif
sangat baik,1,positif
sangat bantu,1,positif
keren,1,positif
bagus mudah beli paket internet sekian,2,positif
lebih mudah banyak pilih,3,positif
mantap,1,positif
halo min enggak jawab aku kasih rating asli,2,positif
aplikasi sangat mudah guna,1,positif
sangat bantu,1,positif
enggak,0,positif
aplikasi bagus mohon baharu loadingnya lambat terimakasih,0,positif
mantaaaaaaaap,0,positif
bagus my telkomsel beli paket data internet,1,positif
mantap kasih kuota gratis terima kasih telkomsel,5,positif
terimakasih kak aku login my telkomsel langsung kouta gratis dikit sih lumayan terimakasih kak,2,positif
suka banget pakai kartu,1,positif
good,0,positif
baru update ke gbaru nikmat ganti krtu beli gsebulan enggak habis mau enggak mau rampok lagibulan brktnya bonus bullshid cuma php malah krt sudah digt gkegyg dimasalahin emsng krtu ganti bida tempel sdr makin sulit transfer dana paket internet jadi buat ngisi paket cari murah mungkin bulan pakai habis hadiah tapi enggak ambil wallnya dihub tweett jadi kalo layar aktif jangan lah kasih hadiah kalo ambil telkom,2,positif
thank you,0,positif
bagus banget jadi tau paket data murah,1,positif
sangat cepat,1,positif
baik,1,positif
terimakasih atas informasi,0,positif
baik,1,positif
mantap,1,positif
sangat bagus,1,positif
dong harga murah kouta besar,1,positif
mantap deh,1,positif
mantap,1,positif
mantap,1,positif
good,0,positif
keren,1,positif
good job,0,positif
oke,0,positif
mantap,1,positif
good luck,0,positif
cukup bantu,1,positif
sangat keren,1,positif
sangat puas,0,positif
praktis simpel gampang pakai sangat bantu jempol,4,positif
sangat bantu,1,positif
sangat bagus apk nya lebih bagus kalo harga paket nya jangan mahal,2,positif
mantap,1,positif
wahyu,1,positif
bagus sekaliuntuk beli paket jadi gampang banget,2,positif
apk mntp,0,positif
sangat bantu banyak promo nya,2,positif
mantap,1,positif
sangant bagus,1,positif
good,0,positif
baik,1,positif
bismillah moga kenyataanaamin,1,positif
sangat baik,1,positif
baik bangetzz,1,positif
mantap sekali,1,positif
mantap,1,positif
apps sangat bantu sekali,1,positif
oke,0,positif
terimakasih my telkomsel,0,positif
apk nya bagus harga kuota nya mahal kalau di kurang lah harga,0,positif
puas,0,positif
terima kasih,2,positif
good,0,positif
enggak,0,positif
mantap,1,positif
